Saturn fpa (deg),Saturn v1 max,Saturn v1x max,Saturn v1y max,Titan max fpa,Titan v1 max magnitude,Titan v1x max,Titan v1y max,vp max,rp max,max semimajor axis,max eccentricity,max energy,max momentum,Saturn v1 min,Saturn v1x min,Saturn v1y min,Titan min fpa,Titan v1 min magnitude,Titan v1x min,Titan v1y min,vp min,rp min,min semimajor axis,min eccentricity,min energy,min momentum
108.0,7.930000000000001,-7.541878174220569,2.4505047653933327,136.76159667584315,11.009469700511545,7.541878174220569,-8.020504765393333,25.79069741483393,114018.0767961964,199046376.6487865,0.9994271783354419,-0.0952818148177812,2940605.718471999,6.140000000000039,-5.83948701005228,1.8973643454621887,141.97455398441141,9.479511527945375,5.83948701005228,-7.4673643454621885,32.54230033196424,69965.46621869362,1500645.0533629956,0.9533764056584209,-12.638231777393116,2276837.2145546265
109.0,7.930000000000001,-7.497962304502583,2.5817554648452523,137.3922360444227,11.075674059775148,7.497962304502583,-8.151755464845252,24.478144534467358,126566.23354159459,183938819.31779718,0.9993119112430371,-0.10310765324220483,3098106.557814303,5.810000000000046,-5.493462924232074,1.891550977396095,143.63815957864676,9.265682807445604,5.493462924232074,-7.4615509773960955,32.5230070439694,69792.47551761068,1298147.67673966,0.9462368752275574,-14.609662937295752,2269861.172875314
110.0,7.930000000000001,-7.451762482832255,2.712219736572553,138.02133202161093,11.14109186145677,7.451762482832255,-8.282219736572554,23.29928217103789,139689.4402151481,172746516.76766306,0.9991913617546163,-0.1097880313587325,3254663.6838870635,5.530000000000052,-5.1965001929461225,1.8913713925909656,145.1445724381211,9.09261663733075,5.1965001929461225,-7.461371392590966,32.42553376839792,69995.6302129147,1170880.6508265513,0.9402196712675172,-16.19763721145432,2269645.671109159
111.0,7.930000000000001,-7.4032927821228105,2.841857839894231,138.6489298291951,11.205717127271317,7.4032927821228105,-8.411857839894232,22.235032029781117,153371.91344296202,164152612.6235699,0.9990656748559057,-0.11553577915626079,3410229.4078730773,5.270000000000057,-4.919968847640306,1.888599094103753,146.58967390545018,8.935143754205436,4.919968847640306,-7.458599094103754,32.38670009373335,69976.8394546323,1077487.109567765,0.9350555205410267,-17.601602684238173,2266318.9129245034
112.0,7.930000000000001,-7.352567966714624,2.970630285788183,139.27507325365406,11.269543974078115,7.352567966714624,-8.540630285788183,21.26978571819297,167597.19116007496,157368515.7197469,0.9989350017670717,-0.12051648268561621,3564756.3429458197,5.030000000000062,-4.6637347884709985,1.8842711648820611,147.96800919816428,8.792984747899133,4.6637347884709985,-7.454271164882061,32.38729701051922,69815.19319516141,1006805.3844324184,0.9306567145203346,-18.837304898495063,2261125.397858473
113.0,7.930000000000001,-7.299603487877852,3.0984978489199415,139.89980470724345,11.332566612950844,7.299603487877852,-8.668497848919941,20.39065043838248,182348.15166587112,151893474.7006103,0.9987994997676807,-0.12486053161521227,3718197.41870393,4.820000000000067,-4.436833393640824,1.883324039318326,149.2354017524253,8.67395698617458,4.436833393640824,-7.453324039318327,32.338440023229616,69885.52464369268,954398.1977590417,0.9267752969276492,-19.871684632820575,2259988.847181991
114.0,7.930000000000001,-7.244415479105825,3.2254215795910963,140.52316528614867,11.394779348308804,7.244415479105825,-8.795421579591096,19.586883257456094,197607.0334740949,147394459.76930892,0.9986593320143554,-0.12867172911168723,3870505.895509315,4.620000000000071,-4.220580014308881,1.8791232910102262,150.4646520140978,8.561701551785987,4.220580014308881,-7.449123291010227,32.35581009235717,69692.21116008829,911131.4764322558,0.9235102584393373,-20.815327414945386,2254947.9492122717
115.0,7.930000000000001,-7.187020751200635,3.351362815603746,141.14519482587025,11.45617657710572,7.187020751200635,-8.921362815603747,18.84946115412015,213355.45593808332,143641531.1591385,0.9985146673513129,-0.13203354104453524,4021635.378724495,4.450000000000075,-4.03306965231316,1.8806512647461435,151.57312559987176,8.47218124742812,4.03306965231316,-7.450651264746144,32.277561568316614,69917.96802614142,878573.6091433088,0.9204187704951462,-21.58669439034611,2256781.517695372
116.0,7.930000000000001,-7.127436787152394,3.476283194037385,141.7659319539949,11.516752788072534,7.127436787152394,-9.046283194037386,18.17075028640193,229574.44063092052,140470933.86838055,0.9983656801139656,-0.13501369626951032,4171539.832844862,4.280000000000078,-3.8468385181605047,1.876228508257286,152.67841385486574,8.381198338065198,3.8468385181605047,-7.4462285082572865,32.31233827167855,69678.46743180882,849392.8489735221,0.9179667364565005,-22.32830194287544,2251474.2099087434
117.0,7.760000000000004,-6.914210627701738,3.5229662779788846,142.75096461065658,11.42314949288001,6.914210627701738,-9.092966277978885,17.77926898264024,237780.27868876222,12901555.01137492,0.981569641916876,-1.4700165974782635,4227559.533574662,4.130000000000082,-3.6798569448980323,1.8749807639243652,153.69803150696748,8.30476283286393,3.6798569448980323,-7.444980763924366,32.294956221542144,69669.60726853085,826058.2194921419,0.9156601730670224,-22.959035516479616,2249976.916709238
